,total_day_minutes,total_day_charge,total_eve_minutes,total_eve_charge,total_night_minutes,total_night_charge,total_intl_minutes,total_intl_charge,TARGET
385,230.2,39.13,220.4,18.73,204.7,9.21,10.7,2.89,0
386,146.7,24.94,274.0,23.29,321.3,14.46,8.9,2.4,0
387,210.5,35.79,204.5,17.38,127.8,5.75,8.5,2.3,0
388,102.0,17.34,270.2,22.97,148.2,6.67,10.7,2.89,0
389,126.0,21.42,238.5,20.27,285.1,12.83,10.2,2.75,0
390,168.4,28.63,243.8,20.72,214.7,9.66,11.1,3.0,0
391,105.6,17.95,258.2,21.95,213.1,9.59,8.7,2.35,0
392,206.5,35.11,176.2,14.98,232.8,10.48,12.4,3.35,0
393,217.1,36.91,205.2,17.44,185.7,8.36,9.4,2.54,0
394,229.6,39.03,205.7,17.48,166.2,7.48,10.8,2.92,1
395,278.3,47.31,93.4,7.94,107.6,4.84,9.7,2.62,0
396,138.6,23.56,199.0,16.92,204.1,9.18,7.8,2.11,0
397,234.4,39.85,279.3,23.74,234.2,10.54,2.0,0.54,1
398,181.5,30.86,130.7,11.11,186.5,8.39,8.5,2.3,0
399,167.3,28.44,230.0,19.55,191.7,8.63,10.6,2.86,1
400,121.0,20.57,218.9,18.61,226.7,10.2,12.0,3.24,0
401,221.1,37.59,110.8,9.42,240.1,10.8,10.6,2.86,0
402,145.8,24.79,192.2,16.34,165.1,7.43,9.9,2.67,0
403,222.8,37.88,163.2,13.87,160.6,7.23,11.2,3.02,0
404,183.4,31.18,242.0,20.57,201.4,9.06,7.5,2.03,0
405,264.3,44.93,160.9,13.68,198.6,8.94,9.3,2.51,0
406,146.0,24.82,109.7,9.32,247.4,11.13,6.8,1.84,0
407,157.1,26.71,184.9,15.72,197.2,8.87,8.5,2.3,1
408,127.3,21.64,251.3,21.36,135.0,6.08,10.3,2.78,0
409,187.9,31.94,197.0,16.75,167.0,7.52,4.8,1.3,0
410,178.8,30.4,141.2,12.0,203.0,9.14,8.4,2.27,0
411,97.2,16.52,186.2,15.83,189.0,8.5,10.4,2.81,0
412,259.8,44.17,242.3,20.6,168.8,7.6,5.4,1.46,0
413,256.5,43.61,199.5,16.96,188.3,8.47,7.0,1.89,0
414,169.5,28.82,124.0,10.54,219.4,9.87,10.0,2.7,0
415,239.7,40.75,282.9,24.05,238.4,10.73,8.7,2.35,1
416,171.5,29.16,160.0,13.6,212.4,9.56,5.0,1.35,1
417,239.9,40.78,174.8,14.86,209.5,9.43,9.8,2.65,0
418,142.3,24.19,194.8,16.56,239.3,10.77,16.0,4.32,0
419,184.1,31.3,327.0,27.8,212.5,9.56,7.5,2.03,0
420,206.9,35.17,264.4,22.47,171.8,7.73,9.3,2.51,0
421,259.9,44.18,176.2,14.98,77.2,3.47,15.3,4.13,0
422,203.8,34.65,283.1,24.06,197.3,8.88,12.5,3.38,0
423,248.8,42.3,140.3,11.93,263.6,11.86,10.3,2.78,0
424,221.6,37.67,130.2,11.07,200.0,9.0,11.3,3.05,0
425,192.9,32.79,185.5,15.77,205.2,9.23,10.9,2.94,0
426,122.4,20.81,113.4,9.64,180.2,8.11,12.5,3.38,0
427,104.9,17.83,216.3,18.39,217.4,9.78,9.6,2.59,0
428,173.2,29.44,196.8,16.73,209.3,9.42,11.2,3.02,0
429,119.4,20.3,273.3,23.23,214.4,9.65,12.4,3.35,0
430,250.3,42.55,260.6,22.15,195.0,8.78,13.3,3.59,1
431,178.3,30.31,282.6,24.02,181.0,8.15,11.4,3.08,0
432,243.4,41.38,182.1,15.48,259.2,11.66,12.8,3.46,0
433,155.0,26.35,175.3,14.9,155.6,7.0,11.8,3.19,0
434,288.7,49.08,203.8,17.32,203.2,9.14,8.6,2.32,0
435,240.4,40.87,118.9,10.11,164.2,7.39,11.2,3.02,0
436,190.3,32.35,301.3,25.61,214.6,9.66,8.0,2.16,0
437,278.0,47.26,176.7,15.02,219.5,9.88,8.3,2.24,1
438,155.0,26.35,330.6,28.1,189.4,8.52,13.5,3.65,0
439,153.5,26.1,197.6,16.8,198.5,8.93,6.3,1.7,0
440,273.4,46.48,154.0,13.09,245.8,11.06,12.3,3.32,0
441,155.3,26.4,265.7,22.58,145.7,6.56,12.4,3.35,0
442,133.1,22.63,221.2,18.8,131.6,5.92,6.8,1.84,0
443,246.8,41.96,187.8,15.96,154.5,6.95,12.6,3.4,0
444,165.4,28.12,196.0,16.66,349.2,15.71,9.6,2.59,0
445,59.5,10.12,257.2,21.86,208.3,9.37,11.1,3.0,0
446,138.3,23.51,236.0,20.06,179.1,8.06,9.6,2.59,0
447,286.7,48.74,134.4,11.42,192.9,8.68,6.9,1.86,0
448,117.3,19.94,201.1,17.09,107.9,4.86,12.2,3.29,0
449,264.3,44.93,202.8,17.24,173.4,7.8,6.3,1.7,0
450,127.9,21.74,271.2,23.05,202.2,9.1,12.5,3.38,0
451,225.5,38.34,246.3,20.94,245.7,11.06,9.8,2.65,0
452,149.0,25.33,245.3,20.85,260.0,11.7,8.3,2.24,0
453,198.9,33.81,274.0,23.29,190.7,8.58,14.3,3.86,0
454,256.4,43.59,273.9,23.28,222.7,10.02,11.1,3.0,1
455,264.8,45.02,245.4,20.86,160.5,7.22,14.8,4.0,1
456,98.2,16.69,180.5,15.34,223.6,10.06,9.3,2.51,0
457,159.8,27.17,264.0,22.44,115.7,5.21,9.7,2.62,0
458,190.6,32.4,220.1,18.71,180.3,8.11,6.0,1.62,0
459,184.0,31.28,120.4,10.23,153.7,6.92,11.0,2.97,0
460,261.8,44.51,220.6,18.75,136.6,6.15,9.6,2.59,0
461,147.9,25.14,228.4,19.41,299.7,13.49,9.6,2.59,0
462,106.4,18.09,108.1,9.19,208.4,9.38,10.1,2.73,0
463,133.7,22.73,195.3,16.6,280.5,12.62,5.9,1.59,0
464,193.5,32.9,220.2,18.72,272.4,12.26,8.5,2.3,0
465,178.2,30.29,167.8,14.26,182.1,8.19,13.6,3.67,1
466,226.2,38.45,181.6,15.44,258.8,11.65,10.5,2.84,1
467,170.4,28.97,200.2,17.02,258.3,11.62,11.6,3.13,0
468,70.9,12.05,166.7,14.17,244.9,11.02,11.1,3.0,0
469,194.4,33.05,254.9,21.67,160.2,7.21,17.2,4.64,0
470,240.3,40.85,164.6,13.99,240.7,10.83,10.6,2.86,0
471,75.0,12.75,248.7,21.14,176.0,7.92,9.5,2.57,0
472,69.1,11.75,136.3,11.59,181.7,8.18,6.3,1.7,0
473,96.6,16.42,315.4,26.81,163.3,7.35,6.2,1.67,1
474,214.6,36.48,235.1,19.98,162.8,7.33,14.8,4.0,0
475,148.5,25.25,146.5,12.45,289.2,13.01,9.9,2.67,0
476,258.1,43.88,161.4,13.72,225.1,10.13,11.7,3.16,0
477,149.7,25.45,162.5,13.81,220.3,9.91,7.6,2.05,0
478,149.8,25.47,164.4,13.97,294.7,13.26,8.1,2.19,0
479,190.4,32.37,158.1,13.44,271.5,12.22,11.2,3.02,0
480,181.4,30.84,253.8,21.57,112.3,5.05,11.6,3.13,0
481,151.1,25.69,187.4,15.93,255.4,11.49,5.3,1.43,0
482,155.7,26.47,173.7,14.76,257.4,11.58,8.1,2.19,0
483,149.9,25.48,256.1,21.77,212.7,9.57,13.3,3.59,0
484,222.3,37.79,231.5,19.68,223.5,10.06,11.0,2.97,0
485,149.4,25.4,131.8,11.2,132.7,5.97,6.7,1.81,0
486,233.8,39.75,221.6,18.84,146.9,6.61,12.8,3.46,0
487,204.2,34.71,292.6,24.87,244.3,10.99,10.5,2.84,0
488,242.9,41.29,209.8,17.83,228.4,10.28,0.0,0.0,0
489,150.4,25.57,230.5,19.59,186.3,8.38,12.3,3.32,0
490,208.9,35.51,252.4,21.45,280.2,12.61,12.8,3.46,0
491,191.9,32.62,256.1,21.77,203.7,9.17,14.3,3.86,1
492,130.7,22.22,260.6,22.15,244.2,10.99,9.4,2.54,1
493,119.6,20.33,278.7,23.69,263.4,11.85,5.9,1.59,0
494,273.6,46.51,114.6,9.74,250.6,11.28,8.2,2.21,0
495,156.1,26.54,180.3,15.33,179.6,8.08,11.1,3.0,0
496,178.7,30.38,178.6,15.18,126.8,5.71,8.0,2.16,0
497,177.5,30.18,287.4,24.43,180.5,8.12,11.9,3.21,0
498,211.3,35.92,105.6,8.98,175.9,7.92,9.7,2.62,1
499,175.2,29.78,244.4,20.77,75.8,3.41,7.5,2.03,0
500,114.3,19.43,190.3,16.18,240.4,10.82,12.6,3.4,0
501,251.4,42.74,225.1,19.13,251.9,11.34,7.5,2.03,0
502,216.9,36.87,207.4,17.63,221.7,9.98,17.5,4.73,1
503,217.2,36.92,145.5,12.37,280.7,12.63,9.3,2.51,0
504,206.3,35.07,154.9,13.17,263.6,11.86,12.4,3.35,0
505,159.3,27.08,125.9,10.7,261.9,11.79,11.1,3.0,0
506,143.1,24.33,236.6,20.11,227.8,10.25,11.4,3.08,0
507,154.0,26.18,329.8,28.03,288.0,12.96,5.6,1.51,1
508,186.6,31.72,222.0,18.87,234.9,10.57,11.6,3.13,0
509,170.8,29.04,199.5,16.96,169.7,7.64,9.6,2.59,1
510,124.0,21.08,202.9,17.25,205.1,9.23,12.3,3.32,0
511,198.3,33.71,279.3,23.74,146.2,6.58,14.8,4.0,0
512,172.8,29.38,204.8,17.41,240.8,10.84,9.1,2.46,0
513,217.4,36.96,213.8,18.17,227.2,10.22,6.6,1.78,0
514,265.9,45.2,215.8,18.34,108.1,4.86,14.0,3.78,1
515,93.6,15.91,193.8,16.47,144.9,6.52,17.5,4.73,0
516,98.2,16.69,307.2,26.11,182.5,8.21,7.6,2.05,0
517,214.7,36.5,158.6,13.48,123.4,5.55,9.4,2.54,0
518,168.2,28.59,224.7,19.1,169.5,7.63,12.9,3.48,0
519,202.9,34.49,153.8,13.07,113.5,5.11,9.0,2.43,0
520,261.4,44.44,154.5,13.13,130.9,5.89,11.6,3.13,0
521,73.3,12.46,161.4,13.72,239.6,10.78,8.2,2.21,1
522,253.7,43.13,229.2,19.48,190.5,8.57,9.2,2.48,0
523,45.0,7.65,151.3,12.86,152.9,6.88,9.8,2.65,0
524,231.3,39.32,171.7,14.59,67.7,3.05,13.0,3.51,0
525,47.4,8.06,167.8,14.26,163.1,7.34,10.5,2.84,0
526,227.4,38.66,182.5,15.51,191.7,8.63,12.5,3.38,0
527,40.9,6.95,133.4,11.34,264.2,11.89,11.9,3.21,0
528,124.8,21.22,157.3,13.37,199.3,8.97,8.6,2.32,0
529,68.5,11.65,337.1,28.65,205.2,9.23,12.1,3.27,0
530,163.5,27.8,203.1,17.26,232.0,10.44,7.8,2.11,0
531,163.0,27.71,219.1,18.62,233.4,10.5,6.7,1.81,0
532,213.7,36.33,253.0,21.51,207.7,9.35,10.7,2.89,0
533,201.3,34.22,42.2,3.59,125.7,5.66,5.4,1.46,0
534,310.4,52.77,66.5,5.65,246.5,11.09,9.2,2.48,0
535,48.4,8.23,281.1,23.89,218.5,9.83,18.2,4.91,0
536,171.2,29.1,145.7,12.38,196.8,8.86,14.0,3.78,0
537,166.5,28.31,183.0,15.56,121.0,5.44,8.5,2.3,0
538,216.6,36.82,190.8,16.22,224.7,10.11,12.4,3.35,0
539,107.8,18.33,216.6,18.41,217.5,9.79,9.9,2.67,0
540,141.3,24.02,168.0,14.28,113.5,5.11,7.8,2.11,0
541,209.9,35.68,158.0,13.43,141.9,6.39,6.6,1.78,0
542,237.5,40.38,253.4,21.54,265.2,11.93,14.2,3.83,1
543,234.5,39.87,216.5,18.4,191.6,8.62,3.5,0.95,0
544,103.1,17.53,243.0,20.66,76.4,3.44,12.2,3.29,0
545,129.5,22.02,248.9,21.16,268.0,12.06,11.9,3.21,0
546,279.8,47.57,248.7,21.14,171.0,7.69,8.4,2.27,1
547,136.8,23.26,200.8,17.07,133.7,6.02,10.3,2.78,1
548,100.1,17.02,246.3,20.94,255.0,11.48,5.9,1.59,0
549,237.1,40.31,205.6,17.48,196.7,8.85,10.1,2.73,0
550,172.8,29.38,183.1,15.56,158.8,7.15,7.9,2.13,1
551,224.5,38.17,200.7,17.06,116.6,5.25,11.5,3.11,0
552,288.1,48.98,258.0,21.93,192.4,8.66,10.2,2.75,1
553,78.2,13.29,195.9,16.65,108.0,4.86,10.1,2.73,0
554,148.7,25.28,259.0,22.02,149.5,6.73,12.7,3.43,0
555,194.6,33.08,119.9,10.19,175.5,7.9,13.1,3.54,0
556,159.5,27.12,303.8,25.82,226.9,10.21,12.0,3.24,0
557,194.5,33.07,213.7,18.16,236.6,10.65,9.5,2.57,0
558,174.1,29.6,251.1,21.34,257.6,11.59,8.3,2.24,1
559,131.8,22.41,136.7,11.62,308.2,13.87,7.7,2.08,0
560,160.6,27.3,237.0,20.15,245.1,11.03,10.7,2.89,0
561,146.8,24.96,310.0,26.35,178.7,8.04,7.2,1.94,0
562,200.7,34.12,264.2,22.46,172.7,7.77,9.1,2.46,0
563,145.6,24.75,98.3,8.36,230.8,10.39,10.9,2.94,0
564,229.4,39.0,257.4,21.88,231.5,10.42,8.0,2.16,0
565,211.0,35.87,189.0,16.07,123.0,5.54,4.7,1.27,0
566,121.5,20.66,271.4,23.07,248.7,11.19,11.3,3.05,0
567,216.0,36.72,188.2,16.0,147.1,6.62,3.6,0.97,0
568,293.0,49.81,160.6,13.65,143.9,6.48,10.0,2.7,0
569,221.1,37.59,264.9,22.52,168.9,7.6,15.4,4.16,1
570,181.5,30.86,196.9,16.74,187.2,8.42,10.3,2.78,0
571,74.3,12.63,177.3,15.07,296.3,13.33,14.5,3.92,0
572,62.3,10.59,275.0,23.38,138.7,6.24,10.8,2.92,0
573,228.6,38.86,248.5,21.12,167.1,7.52,9.0,2.43,0
574,228.1,38.78,276.5,23.5,279.8,12.59,9.9,2.67,1
575,309.9,52.68,200.3,17.03,183.5,8.26,14.2,3.83,0
576,201.9,34.32,226.8,19.28,217.5,9.79,13.7,3.7,0
577,149.8,25.47,180.0,15.3,140.0,6.3,11.7,3.16,0
578,183.8,31.25,229.7,19.52,144.1,6.48,7.7,2.08,0
579,186.7,31.74,335.0,28.48,187.2,8.42,16.5,4.46,0
580,209.4,35.6,347.3,29.52,246.0,11.07,7.4,2.0,1
581,223.2,37.94,183.2,15.57,150.8,6.79,10.2,2.75,0
582,164.2,27.91,155.4,13.21,168.9,7.6,10.7,2.89,0
583,150.5,25.59,193.1,16.41,311.6,14.02,10.3,2.78,0
584,234.2,39.81,293.1,24.91,183.9,8.28,9.8,2.65,1
585,55.3,9.4,164.7,14.0,200.7,9.03,10.2,2.75,0
586,221.8,37.71,203.8,17.32,215.8,9.71,8.4,2.27,0
587,169.6,28.83,58.9,5.01,179.3,8.07,7.4,2.0,0
588,89.7,15.25,260.1,22.11,170.1,7.65,13.5,3.65,1
589,80.2,13.63,219.0,18.62,122.6,5.52,8.6,2.32,0
590,218.9,37.21,299.9,25.49,158.6,7.14,11.3,3.05,0
591,125.7,21.37,207.6,17.65,183.1,8.24,12.9,3.48,0
592,176.3,29.97,93.4,7.94,207.2,9.32,9.6,2.59,0
593,207.2,35.22,254.1,21.6,169.3,7.62,9.5,2.57,0
594,205.7,34.97,161.9,13.76,269.7,12.14,12.5,3.38,0
595,151.4,25.74,152.4,12.95,250.1,11.25,0.0,0.0,0
596,157.5,26.78,130.7,11.11,193.4,8.7,9.6,2.59,0
597,160.4,27.27,102.6,8.72,235.3,10.59,9.1,2.46,0
598,159.0,27.03,167.9,14.27,167.6,7.54,12.3,3.32,0
599,214.1,36.4,200.9,17.08,246.8,11.11,9.2,2.48,0
600,102.6,17.44,246.0,20.91,170.5,7.67,9.1,2.46,0
601,159.7,27.15,197.5,16.79,121.6,5.47,13.9,3.75,1
602,202.8,34.48,165.8,14.09,143.9,6.48,4.6,1.24,0
603,57.5,9.78,265.5,22.57,244.3,10.99,11.6,3.13,0
604,169.9,28.88,225.2,19.14,169.7,7.64,11.4,3.08,0
605,335.5,57.04,212.5,18.06,265.0,11.93,12.7,3.43,1
606,139.5,23.72,289.3,24.59,129.4,5.82,13.1,3.54,0
607,142.3,24.19,118.7,10.09,240.1,10.8,6.6,1.78,0
608,187.8,31.93,248.6,21.13,208.8,9.4,10.6,2.86,0
609,146.2,24.85,261.5,22.23,163.2,7.34,8.7,2.35,0
610,231.8,39.41,150.6,12.8,269.2,12.11,11.6,3.13,0
611,193.7,32.93,154.2,13.11,299.0,13.46,12.7,3.43,0
612,156.4,26.59,233.4,19.84,195.7,8.81,7.7,2.08,0
613,220.7,37.52,217.7,18.5,190.5,8.57,13.2,3.56,1
614,239.8,40.77,221.9,18.86,189.1,8.51,7.3,1.97,0
615,172.0,29.24,200.2,17.02,233.1,10.49,8.0,2.16,0
616,128.2,21.79,274.5,23.33,298.9,13.45,8.8,2.38,0
617,130.2,22.13,290.9,24.73,194.8,8.77,14.0,3.78,0
618,195.4,33.22,154.6,13.14,142.8,6.43,11.6,3.13,0
619,293.3,49.86,188.5,16.02,266.9,12.01,14.5,3.92,1
620,191.3,32.52,193.9,16.48,268.4,12.08,12.8,3.46,0
621,122.4,20.81,143.8,12.22,157.0,7.07,11.5,3.11,0
622,209.6,35.63,146.9,12.49,121.0,5.44,10.6,2.86,0
623,215.7,36.67,146.3,12.44,264.6,11.91,7.1,1.92,0
624,161.4,27.44,220.6,18.75,249.2,11.21,5.1,1.38,0
625,144.2,24.51,226.7,19.27,144.6,6.51,13.8,3.73,0
626,220.2,37.43,185.3,15.75,205.1,9.23,4.1,1.11,1
627,256.2,43.55,160.7,13.66,249.4,11.22,7.4,2.0,0
628,112.7,19.16,217.7,18.5,152.1,6.84,6.5,1.76,0
629,299.5,50.92,226.7,19.27,210.7,9.48,13.7,3.7,1
630,194.8,33.12,170.9,14.53,225.1,10.13,13.9,3.75,0
631,100.8,17.14,230.0,19.55,193.6,8.71,9.5,2.57,0
632,82.5,14.03,289.9,24.64,180.0,8.1,4.8,1.3,0
633,146.4,24.89,89.7,7.62,220.0,9.9,15.6,4.21,0
634,177.9,30.24,224.6,19.09,306.3,13.78,10.8,2.92,0
635,153.5,26.1,194.0,16.49,256.5,11.54,10.2,2.75,0
636,150.7,25.62,197.3,16.77,169.0,7.61,9.2,2.48,0
637,180.1,30.62,127.5,10.84,237.4,10.68,7.5,2.03,0
638,265.3,45.1,147.6,12.55,259.3,11.67,12.9,3.48,0
639,128.6,21.86,134.0,11.39,210.6,9.48,11.4,3.08,0
640,161.5,27.46,173.5,14.75,206.2,9.28,7.9,2.13,0
641,165.3,28.1,198.5,16.87,208.5,9.38,9.8,2.65,0
642,195.0,33.15,210.5,17.89,180.6,8.13,11.0,2.97,0
643,213.8,36.35,265.1,22.53,239.8,10.79,15.6,4.21,0
644,205.5,34.94,219.3,18.64,215.9,9.72,14.0,3.78,0
645,252.9,42.99,177.9,15.12,158.4,7.13,8.5,2.3,0
646,235.6,40.05,227.9,19.37,170.3,7.66,15.4,4.16,0
647,192.0,32.64,127.6,10.85,155.6,7.0,7.5,2.03,0
648,69.1,11.75,101.3,8.61,104.8,4.72,9.1,2.46,0
649,261.7,44.49,210.6,17.9,256.7,11.55,6.0,1.62,1
650,235.5,40.04,257.2,21.86,103.1,4.64,11.5,3.11,0
651,213.4,36.28,204.9,17.42,179.7,8.09,9.5,2.57,0
652,206.9,35.17,127.8,10.86,199.2,8.96,9.2,2.48,0
653,263.8,44.85,103.4,8.79,208.1,9.36,8.5,2.3,0
654,183.4,31.18,195.5,16.62,180.1,8.1,10.5,2.84,0
655,157.6,26.79,194.1,16.5,231.5,10.42,9.4,2.54,1
656,175.6,29.85,161.8,13.75,289.5,13.03,9.3,2.51,0
657,242.5,41.23,102.8,8.74,142.4,6.41,9.3,2.51,0
658,151.0,25.67,131.4,11.17,186.6,8.4,9.9,2.67,0
659,138.1,23.48,164.5,13.98,134.9,6.07,8.3,2.24,0
660,264.7,45.0,305.0,25.93,197.4,8.88,9.5,2.57,1
661,282.3,47.99,152.0,12.92,225.5,10.15,12.0,3.24,0
662,211.2,35.9,237.7,20.2,259.2,11.66,12.3,3.32,0
663,197.1,33.51,130.1,11.06,78.1,3.51,7.4,2.0,0
664,205.3,34.9,166.7,14.17,240.6,10.83,7.8,2.11,0
665,181.8,30.91,228.1,19.39,262.7,11.82,9.2,2.48,0
666,252.0,42.84,150.2,12.77,151.8,6.83,9.6,2.59,0
667,193.8,32.95,118.9,10.11,135.9,6.12,9.2,2.48,0
668,231.2,39.3,188.7,16.04,206.9,9.31,12.3,3.32,0
669,200.1,34.02,188.9,16.06,205.1,9.23,15.5,4.19,0
670,266.7,45.34,232.3,19.75,212.8,9.58,16.3,4.4,0
671,118.1,20.08,221.5,18.83,103.9,4.68,11.9,3.21,0
672,175.3,29.8,144.3,12.27,160.2,7.21,11.8,3.19,0
673,125.1,21.27,248.8,21.15,211.3,9.51,11.2,3.02,0
674,176.8,30.06,224.7,19.1,204.6,9.21,7.5,2.03,0
675,241.9,41.12,129.4,11.0,264.8,11.92,5.9,1.59,0
676,241.2,41.0,116.5,9.9,152.2,6.85,10.6,2.86,0
677,217.1,36.91,236.0,20.06,118.3,5.32,9.4,2.54,0
678,195.4,33.22,181.2,15.4,178.5,8.03,8.9,2.4,0
679,222.4,37.81,327.0,27.8,208.0,9.36,8.7,2.35,1
680,189.5,32.22,189.8,16.13,205.8,9.26,13.1,3.54,0
681,123.1,20.93,158.4,13.46,256.1,11.52,9.3,2.51,0
682,256.7,43.64,150.5,12.79,123.0,5.54,11.4,3.08,0
683,159.1,27.05,241.6,20.54,202.4,9.11,6.5,1.76,0
684,100.1,17.02,233.3,19.83,204.4,9.2,11.1,3.0,0
685,30.9,5.25,187.0,15.9,230.8,10.39,8.6,2.32,0
686,223.2,37.94,214.4,18.22,154.4,6.95,10.1,2.73,0
687,187.4,31.86,199.9,16.99,216.1,9.72,12.6,3.4,0
688,315.6,53.65,208.9,17.76,260.1,11.7,12.1,3.27,0
689,277.5,47.18,131.8,11.2,126.9,5.71,8.2,2.21,0
690,189.8,32.27,197.3,16.77,234.5,10.55,14.9,4.02,0
691,147.2,25.02,192.8,16.39,172.7,7.77,10.2,2.75,0
692,185.8,31.59,276.5,23.5,192.1,8.64,5.7,1.54,0
693,155.4,26.42,188.5,16.02,254.9,11.47,8.0,2.16,0
694,154.2,26.21,268.6,22.83,188.8,8.5,10.9,2.94,0
695,97.6,16.59,105.5,8.97,220.2,9.91,11.6,3.13,0
696,178.8,30.4,178.4,15.16,169.2,7.61,7.5,2.03,0
697,149.3,25.38,273.6,23.26,206.6,9.3,9.1,2.46,0
698,206.0,35.02,186.0,15.81,307.1,13.82,8.4,2.27,0
699,216.8,36.86,190.8,16.22,187.5,8.44,11.0,2.97,0
700,103.3,17.56,129.1,10.97,167.1,7.52,10.7,2.89,0
701,139.4,23.7,159.1,13.52,128.2,5.77,7.7,2.08,0
702,191.2,32.5,163.9,13.93,243.6,10.96,14.1,3.81,0
703,160.0,27.2,189.4,16.1,229.9,10.35,10.4,2.81,0
704,221.7,37.69,193.0,16.41,194.1,8.73,6.5,1.76,0
705,62.9,10.69,231.0,19.64,168.9,7.6,8.5,2.3,0
706,215.6,36.65,195.3,16.6,194.4,8.75,3.6,0.97,0
707,165.3,28.1,223.5,19.0,260.8,11.74,7.6,2.05,0
708,94.7,16.1,154.4,13.12,200.4,9.02,10.6,2.86,0
709,203.2,34.54,152.5,12.96,197.8,8.9,9.7,2.62,0
710,195.3,33.2,216.7,18.42,259.9,11.7,12.5,3.38,0
711,143.7,24.43,297.8,25.31,212.6,9.57,11.4,3.08,0
712,114.4,19.45,78.3,6.66,232.7,10.47,0.0,0.0,0
713,222.8,37.88,203.0,17.26,210.6,9.48,6.9,1.86,0
714,175.9,29.9,211.7,17.99,174.5,7.85,7.3,1.97,0
715,249.9,42.48,242.5,20.61,151.7,6.83,15.3,4.13,1
716,234.5,39.87,195.2,16.59,268.8,12.1,11.4,3.08,0
717,210.7,35.82,219.2,18.63,179.7,8.09,7.2,1.94,0
718,182.3,30.99,169.9,14.44,184.0,8.28,9.3,2.51,0
719,190.3,32.35,194.5,16.53,256.5,11.54,11.7,3.16,0
720,177.1,30.11,163.7,13.91,242.7,10.92,7.4,2.0,0
721,87.2,14.82,169.3,14.39,166.7,7.5,10.9,2.94,1
722,215.6,36.65,193.4,16.44,105.4,4.74,13.5,3.65,0
723,137.4,23.36,237.6,20.2,206.7,9.3,14.0,3.78,0
724,192.8,32.78,177.0,15.05,216.5,9.74,16.4,4.43,0
725,149.3,25.38,200.2,17.02,231.7,10.43,11.9,3.21,0
726,143.7,24.43,170.7,14.51,287.7,12.95,7.8,2.11,0
727,224.8,38.22,190.0,16.15,221.4,9.96,9.2,2.48,0
728,261.2,44.4,214.2,18.21,154.9,6.97,12.7,3.43,0
729,196.5,33.41,175.8,14.94,221.8,9.98,13.4,3.62,0
730,271.2,46.1,202.6,17.22,221.6,9.97,11.5,3.11,1
731,207.2,35.22,292.5,24.86,226.3,10.18,8.0,2.16,0
732,300.4,51.07,133.2,11.32,197.4,8.88,7.2,1.94,0
733,229.6,39.03,132.3,11.25,211.9,9.54,9.5,2.57,0
734,187.5,31.88,169.8,14.43,175.3,7.89,12.1,3.27,0
735,57.1,9.71,199.7,16.97,274.7,12.36,6.5,1.76,0
736,162.1,27.56,155.0,13.18,189.7,8.54,11.0,2.97,1
737,145.0,24.65,175.8,14.94,223.7,10.07,16.7,4.51,1
738,159.5,27.12,240.8,20.47,210.3,9.46,11.4,3.08,0
739,190.7,32.42,208.6,17.73,203.8,9.17,8.8,2.38,0
740,230.6,39.2,189.1,16.07,162.2,7.3,9.4,2.54,0
741,34.0,5.78,278.6,23.68,129.6,5.83,11.5,3.11,0
742,193.4,32.88,240.6,20.45,248.1,11.16,11.4,3.08,0
743,202.0,34.34,163.5,13.9,195.4,8.79,10.4,2.81,0
744,191.7,32.59,241.4,20.52,203.5,9.16,9.1,2.46,0
745,161.3,27.42,250.3,21.28,142.4,6.41,6.6,1.78,0
746,150.6,25.6,119.0,10.12,232.9,10.48,6.4,1.73,0
747,184.6,31.38,196.0,16.66,226.5,10.19,7.8,2.11,0
748,220.7,37.52,270.2,22.97,121.6,5.47,8.7,2.35,0
749,167.3,28.44,198.5,16.87,133.1,5.99,11.0,2.97,0
750,154.0,26.18,185.5,15.77,148.2,6.67,8.2,2.21,0
751,121.1,20.59,186.4,15.84,241.7,10.88,10.1,2.73,0
752,182.1,30.96,164.6,13.99,128.8,5.8,12.7,3.43,0
753,109.6,18.63,137.6,11.7,159.7,7.19,11.0,2.97,0
754,209.9,35.68,121.9,10.36,253.7,11.42,9.6,2.59,0
755,167.5,28.48,242.1,20.58,101.2,4.55,11.4,3.08,0
756,213.9,36.36,239.8,20.38,148.7,6.69,9.8,2.65,0
757,115.8,19.69,243.3,20.68,184.6,8.31,13.1,3.54,0
758,276.6,47.02,220.1,18.71,177.9,8.01,9.8,2.65,0
759,179.4,30.5,181.1,15.39,320.7,14.43,9.5,2.57,0
760,187.3,31.84,270.8,23.02,206.4,9.29,10.1,2.73,0
761,201.2,34.2,227.2,19.31,145.8,6.56,8.4,2.27,0
762,189.6,32.23,267.4,22.73,184.5,8.3,1.3,0.35,0
763,186.8,31.76,261.0,22.19,317.8,14.3,15.0,4.05,0
764,153.5,26.1,219.1,18.62,237.4,10.68,11.4,3.08,0
765,187.6,31.89,208.2,17.7,158.9,7.15,8.7,2.35,0
766,230.9,39.25,243.2,20.67,182.4,8.21,11.0,2.97,1
767,244.9,41.63,118.0,10.03,236.0,10.62,15.2,4.1,0
768,230.9,39.25,223.0,18.96,157.8,7.1,9.7,2.62,0
769,187.1,31.81,250.2,21.27,144.9,6.52,11.0,2.97,0
770,170.7,29.02,191.1,16.24,214.6,9.66,13.3,3.59,0
